id,feature_A,feature_B,target
7313,3.5936,2.8800,0
7314,8.6710,0.4146,1
7315,5.6480,1.2659,0
7316,2.5666,2.1700,0
7317,3.9012,0.2403,0
7318,3.1621,3.3135,0
7319,5.7040,0.1042,0
7320,8.7261,3.2543,1
7321,3.3430,3.3943,0
7322,8.6848,1.1499,1
7323,8.8688,1.1222,1
7324,1.1802,0.6787,0
7325,1.7885,0.9528,0
7326,2.7394,2.5406,0
7327,9.8351,4.7634,1
7328,2.4819,0.3379,0
7329,4.4454,4.6468,1
7330,3.0899,4.0691,0
7331,4.2770,4.1682,1
7332,6.0154,3.8245,1
7333,4.2007,2.1808,0
7334,9.2666,3.9679,1
7335,3.6101,4.5343,1
7336,1.4334,1.0284,0
7337,4.7814,1.8063,0
7338,5.2860,0.1657,0
7339,5.2729,2.1519,0
7340,4.3869,1.5378,0
7341,9.5127,0.2088,1
7342,2.1438,0.8278,0
7343,9.2813,1.7691,1
7344,5.0370,3.2435,1
7345,0.9884,4.7552,0
7346,2.0262,2.2806,0
7347,1.4797,2.5879,0
7348,7.4321,1.4662,1
7349,5.1151,1.9358,0
7350,1.2677,0.9670,0
7351,1.4357,4.6192,0
7352,2.1631,1.5305,0
7353,7.7556,4.3351,1
7354,0.9549,4.9272,0
7355,3.2350,4.5227,1
7356,7.5061,3.3806,1
7357,2.2594,3.1229,0
7358,5.5977,3.5411,1
7359,5.4079,4.5135,1
7360,8.4917,1.7827,1
7361,3.9559,1.9922,0
7362,6.0635,4.1765,1
7363,4.3959,3.0352,0
7364,0.9161,2.7082,0
7365,9.9789,1.9105,1
7366,1.1457,1.7627,0
7367,8.6937,1.3798,1
7368,4.8948,0.9546,0
7369,1.5268,4.6583,0
7370,9.2157,1.3617,1
7371,2.4293,1.6025,0
7372,2.0722,4.3256,0
7373,7.4542,4.8028,1
7374,7.5403,2.7379,1
7375,4.5438,1.8719,0
7376,6.5344,1.4050,1
7377,9.1835,0.8329,1
7378,4.5331,1.9987,0
7379,5.5185,1.3115,0
7380,2.5400,3.5327,0
7381,7.1928,2.2528,1
7382,7.7340,4.7779,1
7383,4.8247,0.7844,0
7384,6.2642,2.9350,1
7385,1.7000,3.3606,0
7386,2.2005,3.4776,0
7387,8.1439,2.5466,1
7388,1.4765,3.1206,0
7389,1.5887,2.7139,0
7390,7.9148,2.9249,1
7391,8.2093,4.6275,1
7392,3.7709,2.8929,0
7393,7.2712,4.4731,1
7394,2.7810,2.2076,0
7395,8.8331,0.7096,1
7396,2.7922,0.1501,0
7397,9.5008,2.3383,1
7398,6.1052,4.6298,1
7399,1.5077,0.3403,0
7400,0.6581,1.9991,0
7401,2.5540,3.5961,0
7402,1.8046,4.6388,0
7403,6.1235,1.4156,1
7404,2.8627,1.2713,0
7405,8.8440,2.4537,1
7406,1.4894,3.6599,0
7407,4.5329,2.9805,1
7408,7.0344,0.3014,0
7409,4.9601,1.3202,0
7410,2.6201,2.6391,0
7411,9.1358,1.7440,1
7412,0.0204,3.6377,0
7413,6.0129,4.6779,1
7414,7.9682,3.0174,1
7415,7.0757,2.8094,1
7416,1.4581,2.4643,0
7417,7.4781,0.2846,1
7418,1.4811,2.2671,0
7419,8.3863,1.5743,1
7420,0.8861,2.7725,0
7421,6.6349,0.7671,0
7422,4.1073,2.1344,0
7423,4.9191,2.5885,1
7424,9.4687,1.8636,1
7425,4.9977,0.1039,0
7426,2.4681,0.6334,0
7427,4.9731,2.5866,1
7428,0.6499,2.2405,0
7429,2.8998,2.2270,0
7430,7.6638,1.7422,1
7431,6.2145,2.0128,1
7432,6.2689,1.1804,0
7433,7.4637,0.3676,1
7434,4.0305,4.7320,1
7435,5.4053,0.8968,0
7436,5.0024,2.5676,1
7437,0.3661,0.9558,0
7438,6.4345,0.6266,0
7439,2.5751,2.8800,0
7440,2.5965,3.0457,0
7441,4.0074,1.8895,0
7442,0.4596,4.8977,0
7443,0.8972,1.6141,0
7444,8.8240,3.1821,1
7445,7.9716,4.0104,1
7446,8.7815,0.3330,1
7447,1.4136,4.8440,0
7448,6.0806,2.0603,1
7449,7.9373,2.8632,1
7450,2.2031,0.0444,0
7451,3.5056,4.7196,1
7452,2.9122,1.3260,0
7453,1.9677,4.7808,0
7454,8.3095,3.7796,1
7455,8.6663,1.4742,1
7456,3.7811,1.5753,0
7457,6.8944,2.9125,1
7458,2.9145,1.6625,0
7459,7.8309,0.5873,1
7460,4.4222,1.3839,0
7461,5.8547,4.1346,1
7462,8.8366,2.0436,1
7463,8.3855,0.0628,1
7464,4.3961,0.9890,0
7465,0.8636,3.1713,0
7466,3.9857,0.5729,0
7467,5.5702,0.2205,0
7468,8.9491,1.0223,1
7469,1.6470,1.3810,0
7470,8.7081,0.8209,1
7471,4.9166,0.6260,0
7472,1.0483,4.1777,0
7473,9.3836,4.1795,1
7474,3.4451,1.4258,0
7475,5.9932,1.0831,0
7476,6.9204,1.1159,1
7477,0.9396,3.1789,0
7478,7.1034,2.3287,1
7479,0.7705,1.9107,0
7480,3.6174,4.8218,1
7481,4.2800,1.7573,0
7482,5.8506,1.0908,0
7483,4.5627,1.8198,0
7484,1.8785,1.9294,0
7485,0.1450,1.2862,0
7486,9.7345,0.5268,1
7487,0.6681,4.7720,0
7488,6.5442,2.7325,1
7489,8.3430,4.9050,1
7490,9.5012,2.2628,1
7491,8.8615,1.6787,1
7492,9.6819,3.3263,1
7493,4.1707,0.4054,0
7494,7.5198,4.7125,1
7495,2.7868,1.1118,0
7496,1.4602,0.1709,0
7497,1.2738,2.5864,0
7498,2.1727,2.7866,0
7499,0.2190,2.8946,0
7500,4.5941,4.1564,1
7501,4.4447,0.5984,0
7502,1.6600,4.6804,0
7503,2.8948,0.4094,0
7504,5.1871,1.4328,0
7505,9.1933,0.4791,1
7506,5.7431,3.6527,1
7507,1.0119,0.3678,0
7508,4.9469,0.0621,0
7509,0.9451,2.7125,0
7510,9.9226,4.8656,1
7511,7.0700,3.2059,1
7512,8.8828,4.9272,1
7513,8.8147,0.7807,1
7514,8.6329,4.2824,1
7515,0.4244,1.9717,0
7516,2.8622,1.5330,0
7517,8.6802,1.4919,1
7518,5.0648,1.8952,0
7519,8.9007,3.4692,1
7520,1.3171,3.5145,0
7521,1.0058,2.8203,0
7522,5.5227,3.4477,1
7523,3.2934,4.1712,0
7524,4.7952,1.2935,0
7525,5.8874,4.0879,1
7526,2.5182,3.0845,0
7527,0.8769,3.6689,0
7528,5.0415,4.1874,1
7529,4.6430,1.1980,0
7530,6.4910,0.3042,0
7531,5.6777,3.2110,1
7532,1.7766,3.2914,0
7533,7.7052,1.0961,1
7534,6.7772,0.1883,0
7535,5.2620,2.7318,1
7536,5.9339,2.9364,1
7537,5.9119,0.7412,0
7538,5.6620,4.9127,1
7539,4.7980,1.2351,0
7540,9.2363,4.7916,1
7541,7.7836,2.1051,1
7542,5.1359,2.8492,1
7543,2.1225,2.9527,0
7544,0.8731,1.1673,0
7545,8.7960,3.3787,1
7546,4.8331,2.6060,0
7547,2.1113,2.5591,0
7548,9.0421,3.0701,1
7549,7.2460,2.8778,1
7550,8.8409,1.2627,1
7551,3.4973,2.5672,0
7552,6.7078,1.8597,1
7553,3.4667,2.2364,0
7554,1.8057,4.9279,0
7555,5.4228,3.5022,1
7556,2.4436,3.1757,0
7557,8.3942,0.7339,1
7558,3.4228,4.5675,1
7559,2.6997,3.1355,0
7560,9.8801,4.9442,1
7561,2.7795,3.8751,0
7562,2.1242,4.7325,0
7563,5.3625,4.8199,1
7564,6.2460,0.4556,0
7565,5.3226,3.3105,1
7566,9.9345,4.3184,1
7567,5.3789,4.2394,1
7568,1.5726,2.0169,0
7569,3.4730,0.8340,0
7570,4.3904,1.3475,0
7571,4.8864,2.8700,1
7572,6.2811,4.3092,1
7573,7.8896,1.9776,1
7574,2.8471,4.3523,0
7575,0.8946,2.4818,0
7576,3.5089,3.3252,0
7577,4.9002,2.1635,0
7578,6.9379,4.1265,1
7579,8.8469,1.1375,1
7580,5.7159,1.6605,0
7581,4.9721,0.1769,0
7582,3.3009,2.4045,0
7583,3.9314,0.4821,0
7584,3.7426,1.3635,0
7585,3.9366,2.2720,0
7586,0.4279,0.0117,0
7587,5.0794,2.3911,0
7588,6.6339,2.6538,1
7589,8.7323,1.7266,1
7590,3.2101,0.3790,0
7591,4.7910,1.6495,0
7592,4.5549,4.9414,1
7593,2.6023,1.9380,0
7594,1.1369,0.3130,0
7595,5.0858,3.2937,1
7596,7.1445,4.7555,1
7597,5.5174,1.1848,0
7598,9.5138,4.2461,1
7599,2.3336,0.5230,0
7600,5.7688,3.7739,1
7601,9.5036,4.0164,1
7602,7.1158,4.8768,1
7603,8.5554,1.2144,1
7604,8.5951,0.3897,1
7605,5.4905,1.3676,0
7606,7.1625,4.4468,1
7607,1.5554,1.1175,0
7608,0.7479,4.3764,0
7609,7.9053,3.0306,1
7610,2.0113,3.0698,0
7611,4.9783,4.5485,1
7612,1.8633,4.8326,0
7613,1.9333,1.3923,0
7614,0.4499,3.8157,0
7615,3.2453,0.2286,0
7616,3.0235,1.7555,0
7617,7.4303,1.7870,1
7618,4.9536,3.3312,1
7619,3.9493,1.3968,0
7620,0.4008,1.4095,0
7621,0.3546,1.3470,0
7622,5.2887,2.4633,1
7623,5.9774,4.4748,1
7624,9.7208,3.8867,1
7625,0.9153,2.0823,0
7626,8.0191,1.1104,1
7627,3.4443,1.0350,0
7628,1.0148,1.1866,0
7629,9.4421,3.0747,1
7630,7.5824,4.1117,1
7631,5.8960,2.7729,1
7632,2.0436,1.7681,0
7633,4.7666,1.1119,0
7634,7.5650,4.2875,1
7635,6.6964,3.2662,1
7636,3.5113,1.7657,0
7637,5.7477,4.6899,1
7638,9.0844,2.5371,1
7639,6.4736,0.3224,0
7640,6.1040,2.9252,1
7641,7.0536,2.6697,1
7642,6.3342,0.7251,0
7643,3.3368,1.6336,0
7644,8.8248,2.3023,1
7645,8.9829,3.3595,1
7646,0.2959,1.7091,0
7647,3.8847,4.4529,1
7648,2.6239,4.2068,0
7649,1.6537,0.8217,0
7650,6.2424,2.0259,1
7651,5.5207,0.4872,0
7652,0.3381,3.2125,0
7653,9.2418,2.9695,1
7654,8.2916,2.4611,1
7655,2.0681,1.9865,0
7656,0.8194,2.5769,0
7657,8.8274,3.7724,1
7658,4.1785,4.3613,1
7659,9.0488,4.2292,1
7660,3.9123,1.0723,0
7661,0.0320,1.4082,0
7662,0.7651,2.0614,0
7663,6.8646,0.7834,1
7664,4.1925,0.8450,0
7665,3.9878,3.0828,0
7666,9.6381,0.5512,1
7667,1.2026,1.5396,0
7668,7.6228,3.7364,1
7669,1.2081,2.9540,0
7670,6.3592,3.1172,1
7671,5.0843,2.6881,1
7672,5.8648,1.0116,0
7673,7.1422,0.4605,1
7674,4.5932,2.9767,1
7675,2.4161,4.1066,0
7676,3.5240,0.1200,0
7677,3.7016,2.7054,0
7678,0.8782,0.2663,0
7679,5.4432,1.6420,0
7680,0.3814,1.9232,0
7681,5.5497,1.7250,0
7682,5.3153,2.8625,1
7683,6.8048,0.5452,0
7684,0.3910,0.4506,0
7685,5.8260,3.3297,1
7686,4.0939,3.0667,0
7687,3.1998,0.5533,0
7688,5.0073,3.2030,1
7689,8.2812,2.4148,1
7690,2.2710,3.9400,0
7691,1.1778,1.0081,0
7692,2.8532,1.3048,0
7693,5.3927,4.9717,1
7694,2.4905,0.2309,0
7695,7.2932,3.5150,1
7696,6.7315,4.7729,1
7697,1.3595,1.6485,0
7698,1.1282,2.6422,0
7699,4.2011,3.5934,1
7700,0.7362,1.5337,0
7701,8.1157,4.7759,1
7702,4.9219,2.7569,1
7703,2.2601,1.3174,0
7704,1.6302,4.7321,0
7705,0.9856,3.7886,0
7706,2.9295,3.2668,0
7707,7.2648,3.1792,1
7708,0.6690,2.6223,0
7709,3.5193,2.4656,0
7710,4.3969,4.3458,1
7711,9.3781,2.4066,1
7712,9.3681,0.1950,1
7713,9.2127,1.4798,1
7714,9.2669,3.5628,1
7715,8.6540,3.8049,1
7716,9.4634,0.7041,1
7717,9.3913,2.4658,1
7718,5.7201,2.5247,1
7719,2.0366,0.0962,0
7720,5.5298,0.7183,0
7721,7.6416,2.5418,1
7722,9.1866,3.6301,1
7723,5.2525,2.9261,1
7724,3.5488,2.4239,0
7725,3.2627,1.2005,0
7726,5.5211,2.0966,1
7727,5.7237,4.2201,1
7728,7.1631,0.6967,1
7729,3.5339,1.3732,0
7730,2.0529,1.5012,0
7731,6.3681,3.4208,1
7732,3.9739,1.1621,0
7733,8.3642,3.8706,1
7734,0.3313,2.6267,0
7735,2.2276,0.7659,0
7736,1.3771,2.1238,0
7737,9.4677,4.3294,1
7738,7.9917,4.4724,1
7739,5.3513,3.4887,1
7740,7.6891,3.4362,1
7741,3.0615,3.2852,0
7742,3.1443,2.8852,0
7743,9.3254,3.4796,1
7744,8.1429,0.2970,1
7745,3.1036,2.6654,0
7746,5.8069,2.3283,1
7747,0.1538,1.6367,0
7748,5.2570,1.0831,0
7749,2.6382,1.7747,0
7750,7.6974,4.1805,1
7751,7.0548,4.8434,1
7752,6.0003,3.8332,1
7753,0.9738,3.4931,0
7754,7.7816,3.4288,1
7755,5.7163,0.9666,0
7756,6.9466,1.2875,1
7757,4.0336,1.0539,0
7758,8.9374,3.1745,1
7759,1.6637,0.3776,0
7760,6.3799,1.0098,0
7761,2.3736,0.3588,0
7762,1.3234,2.2464,0
7763,8.9682,1.0939,1
7764,3.6579,1.9063,0
7765,7.6413,0.2520,1
7766,0.0478,0.2096,0
7767,4.2985,3.6362,1
7768,3.2154,2.5930,0
7769,3.8762,2.6621,0
7770,7.4193,2.2215,1
7771,1.1793,4.7728,0
7772,8.9788,1.3698,1
7773,7.7910,3.8393,1
7774,1.6377,1.6224,0
7775,1.8000,4.8389,0
7776,0.9505,4.2933,0
7777,0.9030,3.9361,0
7778,1.2363,2.3739,0
7779,3.7951,2.5054,0
7780,5.6919,1.4574,0
7781,7.9034,1.5545,1
7782,8.4999,0.5390,1
7783,2.9381,1.2220,0
7784,1.7610,2.5438,0
7785,3.0129,1.8668,0
7786,6.7180,4.6293,1
7787,8.9710,1.5877,1
7788,2.9468,3.2042,0
7789,2.4865,4.9206,0
7790,9.1230,4.0168,1
7791,1.6685,2.1119,0
7792,2.1408,0.0770,0
7793,1.8611,4.3733,0
7794,2.7394,3.5639,0
7795,4.8339,4.8759,1
7796,6.7885,0.8789,1
7797,7.6492,2.3770,1
7798,9.5875,2.6078,1
7799,4.5111,0.5221,0
7800,7.9401,3.1148,1
7801,2.5130,3.7219,0
7802,9.6249,4.3700,1
7803,1.8925,2.5474,0
7804,9.5592,0.0908,1
7805,8.7276,1.6251,1
7806,0.7501,1.9594,0
7807,9.8375,1.9052,1
7808,9.4303,0.9256,1
7809,9.2629,3.5539,1
7810,8.4274,0.4832,1
7811,1.3001,3.9230,0
7812,9.1143,1.4569,1
7813,4.1183,2.9332,0
7814,4.4346,4.4041,1
7815,1.5209,1.9311,0
7816,3.0928,0.0087,0
7817,2.5437,3.9646,0
7818,6.4050,0.7379,0
7819,5.8154,4.4597,1
7820,7.1392,4.7635,1
7821,6.1319,0.1908,0
7822,1.4988,2.1290,0
7823,7.9463,0.9566,1
7824,8.3809,4.8417,1
7825,4.0876,3.0927,0
7826,4.8950,2.1677,0
7827,8.0701,3.7011,1
7828,3.1939,0.1769,0
7829,5.0511,1.7822,0
7830,2.7080,0.0188,0
7831,4.6468,3.3448,1
7832,9.3085,3.1174,1
7833,2.7501,2.4969,0
7834,7.6595,4.7268,1
7835,9.5424,0.0198,1
7836,5.4225,1.8417,0
7837,4.7289,3.3249,1
7838,7.4996,3.0165,1
7839,4.8052,4.9237,1
7840,4.0001,1.1577,0
7841,6.9214,1.7615,1
7842,8.6353,4.8969,1
7843,5.9375,3.4974,1
7844,4.1851,1.0953,0
7845,9.3345,3.8386,1
7846,1.1665,4.4115,0
7847,7.1012,0.8291,1
7848,1.4596,1.7219,0
7849,1.7576,2.4560,0
7850,2.6649,3.9492,0
7851,0.1762,3.3694,0
7852,8.4459,1.5078,1
7853,3.0894,0.2108,0
7854,3.4545,0.3364,0
7855,1.0152,4.7628,0
7856,2.1742,3.1411,0
7857,3.0101,0.5395,0
7858,6.1029,3.5372,1
7859,6.5253,3.4931,1
7860,3.1930,0.8630,0
7861,1.4121,3.6491,0
7862,9.6326,3.4198,1
7863,3.7283,0.5527,0
7864,6.2048,2.6620,1
7865,4.1256,3.1661,0
7866,7.0748,4.0414,1
7867,3.5974,3.6399,0
7868,7.5640,0.0869,1
7869,4.4930,1.3074,0
7870,8.6487,3.0685,1
7871,8.2688,0.8459,1
7872,6.3130,4.7492,1
7873,2.8434,0.8197,0
7874,5.5888,0.9715,0
7875,5.7397,4.1923,1
7876,1.5147,1.3278,0
7877,6.4024,1.5651,1
7878,0.0047,2.2288,0
7879,0.5151,2.9307,0
7880,1.8169,2.3902,0
7881,1.9290,3.7007,0
7882,0.7618,3.4244,0
7883,8.5359,1.1130,1
7884,6.8040,3.8062,1
7885,8.8598,1.9842,1
7886,0.6560,4.3443,0
7887,8.2391,3.9850,1
7888,9.2653,0.1573,1
7889,0.2588,0.0830,0
7890,2.9183,4.7081,1
7891,2.5733,2.3334,0
7892,3.4580,2.8382,0
7893,1.4668,4.3584,0
7894,8.3626,0.1859,1
7895,4.7884,2.4364,0
7896,6.6630,1.7829,1
7897,1.8783,2.6495,0
7898,5.1739,1.1870,0
7899,1.5677,2.0583,0
7900,9.8644,1.4646,1
7901,7.6189,3.1775,1
7902,1.9695,4.8372,0
7903,0.4366,3.3240,0
7904,7.9573,2.8966,1
7905,3.7957,0.5048,0
7906,2.1770,4.3843,0
7907,1.9253,0.7317,0
7908,4.0482,0.8274,0
7909,9.6695,2.9379,1
7910,8.4570,0.3178,1
7911,5.9328,4.7306,1
7912,9.8823,4.4512,1
7913,3.8496,3.7085,1
7914,8.9730,4.4089,1
7915,5.9196,0.7979,0
7916,3.4812,3.1580,0
7917,4.5021,2.2912,0
7918,1.5828,1.0955,0
7919,0.4477,0.6711,0
7920,8.9503,4.1852,1
7921,6.5946,3.0424,1
7922,3.7728,4.7341,1
7923,1.0487,0.6192,0
7924,0.8381,3.2219,0
7925,3.1657,0.8119,0
7926,6.2095,0.6536,0
7927,5.4429,4.9747,1
7928,6.8825,2.1296,1
7929,5.3576,1.4522,0
7930,8.5572,1.6511,1
7931,0.4814,0.5304,0
7932,6.4953,3.3288,1
7933,4.0034,3.5531,1
7934,7.9202,1.1130,1
7935,8.2932,3.5899,1
7936,1.9042,0.5623,0
7937,5.4585,4.1047,1
7938,9.7632,0.1599,1
7939,9.8148,1.6826,1
7940,9.0077,0.2060,1
7941,0.4517,4.0805,0
7942,5.3662,3.9085,1
7943,0.7432,0.2747,0
7944,5.4014,3.3982,1
7945,6.6099,0.4773,0
7946,4.5463,2.1339,0
7947,3.4258,0.8816,0
7948,7.1592,2.4286,1
7949,6.0352,4.9172,1
7950,9.2643,1.2584,1
7951,4.9604,4.9218,1
7952,4.8909,1.7741,0
7953,6.1501,4.0459,1
7954,3.1006,2.8418,0
7955,9.9079,1.2806,1
7956,9.1479,1.1299,1
7957,4.7878,1.0689,0
7958,2.4837,3.9880,0
7959,8.7265,4.5940,1
7960,8.4581,1.4112,1
7961,8.1295,4.5955,1
7962,8.6661,1.1617,1
7963,5.2902,0.3260,0
7964,8.8268,3.4832,1
7965,0.4787,4.1089,0
7966,5.1453,1.8713,0
7967,4.8379,4.5163,1
7968,3.1057,4.9913,1
7969,5.7154,4.1816,1
7970,7.8063,4.2173,1
7971,1.7869,1.3222,0
7972,3.0450,0.4476,0
7973,6.6609,4.9178,1
7974,1.4804,0.5765,0
7975,1.7150,3.7705,0
7976,7.2089,3.6846,1
7977,9.9186,4.0814,1
7978,1.0657,1.7456,0
7979,7.4630,2.1442,1
7980,0.7816,4.8034,0
7981,4.4400,4.4627,1
7982,7.7133,2.1743,1
7983,3.2853,3.2588,0
7984,9.0118,2.4612,1
7985,8.7069,2.0098,1
7986,3.4559,0.1500,0
7987,3.8968,1.3606,0
7988,5.5735,4.4341,1
7989,0.4859,2.4382,0
7990,4.6086,0.0342,0
7991,0.7577,1.5931,0
7992,3.7670,3.6331,0
7993,7.1361,0.0239,0
7994,6.5778,2.9772,1
7995,0.1624,3.4326,0
7996,0.5414,2.9675,0
7997,7.4926,3.3591,1
7998,6.9592,4.1578,1
7999,1.6526,0.1944,0
8000,6.1648,0.9864,0
8001,4.7111,3.6647,1
8002,7.4273,4.5487,1
8003,8.0991,4.8753,1
8004,5.9986,1.5727,1
8005,2.6329,4.3080,0
8006,1.8780,0.5748,0
8007,5.2348,4.0544,1
8008,0.5015,2.3282,0
8009,5.1576,2.9113,1
8010,6.4584,4.3923,1
8011,8.3733,4.0938,1
8012,4.0888,4.9252,1
8013,0.9459,3.9445,0
8014,0.5547,2.2529,0
8015,9.8903,2.4882,1
8016,6.5621,3.2990,1
8017,9.0290,2.5889,1
8018,4.7718,3.2103,1
8019,0.3291,3.3889,0
8020,5.7370,0.0596,0
8021,2.7789,0.4841,0
8022,2.2748,1.9107,0
8023,7.1757,2.9414,1
8024,7.5005,0.6630,1
8025,7.5367,0.0678,1
8026,5.1834,4.1121,1
8027,1.9116,0.6646,0
8028,6.0828,3.3843,1
8029,7.0884,0.5711,1
8030,4.7918,0.8505,0
8031,8.7914,0.0720,1
8032,0.0828,0.1347,0
8033,9.7825,4.1429,1
8034,6.5558,2.5328,1
8035,1.9662,3.9089,0
8036,0.4989,4.1367,0
8037,4.8311,0.5323,0
8038,9.7391,1.2052,1
8039,7.2151,1.9092,1
8040,8.7284,1.9385,1
8041,6.5960,3.0486,1
8042,4.3471,0.3642,0
8043,2.0829,4.6971,0
8044,9.9224,2.8719,1
8045,9.2649,1.7553,1
8046,6.2675,2.1088,1
8047,8.1589,1.1928,1
8048,3.5225,3.2816,0
8049,4.5661,1.3230,0
8050,2.3334,1.7495,0
8051,7.8477,2.7785,1
8052,2.7597,0.2054,0
8053,5.1246,0.1667,0
8054,1.3313,0.9811,0
8055,8.8698,1.7848,1
8056,8.8342,2.3530,1
8057,7.2833,2.6165,1
8058,8.9843,4.8792,1
8059,0.7371,4.3104,0
8060,9.1157,2.2527,1
8061,0.4206,2.6825,0
8062,4.6156,2.4820,0
8063,2.7503,4.7045,0
8064,2.2439,4.7294,0
8065,6.9373,0.4305,0
8066,2.8437,2.7798,0
8067,8.2576,4.1223,1
8068,7.5284,2.2490,1
8069,8.4805,2.2071,1
8070,5.0386,3.9265,1
8071,1.3850,4.1399,0
8072,5.7730,3.3226,1
8073,0.8957,2.8044,0
8074,2.8032,0.0597,0
8075,5.4859,3.9466,1
8076,5.8445,0.5590,0
8077,0.3715,4.5754,0
8078,2.1078,0.4183,0
8079,3.9090,3.3741,0
8080,1.2178,3.8571,0
8081,7.0648,3.2162,1
8082,9.2867,2.0665,1
8083,3.9896,1.1199,0
8084,1.0346,3.1503,0
8085,9.4171,3.5539,1
8086,6.2762,2.1259,1
8087,7.6431,0.1586,1
8088,8.3544,4.8212,1
8089,6.0914,3.2265,1
8090,0.1524,0.6498,0
8091,5.0864,3.9292,1
8092,5.8994,0.4002,0
8093,7.3198,4.8032,1
8094,0.0121,3.9470,0
8095,1.6483,1.8234,0
8096,4.6352,3.8646,1
8097,7.6511,2.1979,1
8098,1.1709,0.5954,0
8099,5.2754,4.5329,1
8100,3.0828,3.0693,0
8101,9.2829,0.8828,1
8102,2.9535,1.4828,0
8103,0.8398,2.9851,0
8104,2.4501,2.4074,0
8105,4.6565,0.0058,0
8106,6.4124,2.9272,1
8107,7.7853,3.8749,1
8108,8.2813,4.3107,1
8109,8.1064,2.7079,1
8110,8.6821,3.9108,1
8111,0.8177,4.6061,0
8112,7.8416,2.5042,1
8113,8.5064,3.3550,1
8114,7.8504,4.1668,1
8115,0.9935,2.3389,0
8116,9.2776,3.9550,1
8117,9.9257,3.6619,1
8118,9.0648,2.2235,1
8119,8.2450,3.5215,1
8120,3.5839,2.2230,0
8121,6.2417,0.9556,0
8122,2.2775,1.3598,0
8123,6.6553,2.7293,1
8124,3.5435,4.5226,1
8125,5.6927,2.4187,1
8126,7.2887,2.4976,1
8127,6.0316,3.0419,1
8128,9.0370,3.3974,1
8129,3.0831,4.6695,1
8130,8.1148,1.8402,1
8131,2.7620,4.1089,0
8132,2.6088,4.5511,0
8133,0.4650,3.0335,0
8134,9.3362,2.2096,1
8135,2.8834,3.5978,0
8136,6.8338,3.4649,1
8137,0.6127,2.0563,0
8138,6.7607,1.6253,1
8139,1.3834,1.3646,0
8140,4.8330,3.9738,1
8141,8.3657,3.7800,1
8142,7.7472,0.5247,1
8143,4.7036,0.0082,0
8144,3.5694,2.9109,0
8145,5.5794,3.6529,1
8146,8.8620,2.4434,1
8147,3.5994,4.4677,1
8148,7.7255,0.4784,1
8149,9.5765,3.2931,1
8150,2.3478,2.0790,0
8151,0.0639,3.8033,0
8152,8.9921,4.7966,1
8153,0.1787,1.7866,0
8154,7.3444,4.9071,1
8155,0.4064,3.0516,0
8156,4.2693,0.5904,0
8157,0.9832,3.4111,0
8158,5.7275,3.7059,1
8159,4.5064,2.1233,0
8160,8.6744,4.5472,1
8161,9.4382,0.7293,1
8162,5.8935,1.1911,0
8163,5.1243,3.1397,1
8164,3.9709,0.1864,0
8165,3.3341,2.3499,0
8166,0.8965,3.7362,0
8167,2.1210,4.5149,0
8168,5.4377,1.8538,0
8169,2.4136,1.9908,0
8170,7.9202,2.3691,1
8171,4.9997,3.4059,1
8172,1.7248,0.3497,0
8173,7.5221,1.3443,1
8174,3.7997,3.3350,0
8175,7.5838,2.3372,1
8176,0.1342,3.3204,0
8177,2.5980,1.4068,0
8178,6.8593,3.9008,1
8179,0.9582,0.0023,0
8180,9.4203,2.9361,1
8181,5.6725,4.9496,1
8182,3.8625,4.3744,1
8183,9.3623,1.1760,1
8184,4.9693,2.1469,0
8185,7.9532,3.5240,1
8186,6.8878,0.4373,0
8187,4.9880,1.8586,0
8188,0.0941,4.2925,0
8189,9.7063,2.0212,1
8190,9.3922,3.5682,1
8191,7.7223,3.8292,1
8192,4.0971,2.4014,0
8193,7.4995,4.6538,1
8194,8.3644,2.6040,1
8195,5.9963,4.6202,1
8196,9.3026,2.2254,1
8197,9.5927,3.8600,1
8198,4.1112,2.9043,0
8199,2.2623,0.6211,0
8200,6.9193,4.9999,1
8201,9.2854,2.9689,1
8202,5.3641,1.2391,0
8203,2.2997,4.5575,0
8204,8.5483,4.0375,1
8205,4.4704,3.0609,1
8206,4.3922,0.2269,0
8207,2.9069,0.3659,0
8208,6.8955,4.0314,1
8209,7.1214,2.3417,1
8210,9.7793,4.2988,1
8211,3.2551,0.4687,0
8212,7.5155,0.5902,1
8213,3.4533,1.6805,0
8214,9.3696,4.1912,1
8215,4.3510,2.4871,0
8216,5.0141,1.3584,0
8217,4.5850,3.5370,1
8218,3.8933,1.7838,0
8219,3.0432,4.0667,0
8220,6.2041,0.9362,0
8221,8.5302,2.1039,1
8222,2.4002,3.7437,0
8223,7.5058,0.7648,1
8224,7.9025,0.8571,1
8225,0.3831,1.6449,0
8226,5.2170,0.0186,0
8227,2.2702,2.9701,0
8228,5.5857,4.0780,1
8229,8.3247,3.9281,1
8230,5.7958,1.7069,1
8231,2.3308,3.8949,0
8232,5.2626,0.2459,0
8233,4.5617,2.2036,0
8234,5.3162,0.3845,0
8235,5.5460,1.2785,0
8236,8.7340,0.8608,1
8237,5.4358,2.9551,1
8238,1.7688,0.5892,0
8239,8.6885,1.1014,1
8240,3.5784,2.3036,0
8241,4.9005,1.4868,0
8242,5.5496,0.5895,0
8243,5.0496,3.3769,1
8244,8.5842,2.8690,1
